    84.000 -0.206123       0.605587      -0.177582     
    84.500 -0.206388       0.605355      -0.177773     
    85.000 -0.206646       0.605127      -0.177959     
    85.500 -0.206899       0.604905      -0.178142     
    86.000 -0.207147       0.604687      -0.178320     
    86.500 -0.207388       0.604474      -0.178494     
    87.000 -0.207624       0.604265      -0.178665     
    87.500 -0.207855       0.604061      -0.178831     
    88.000 -0.208081       0.603861      -0.178994     
    88.500 -0.208302       0.603665      -0.179153     
    89.000 -0.208517       0.603474      -0.179309     
    89.500 -0.208728       0.603287      -0.179461     
    90.000 -0.208934       0.603104      -0.179609     
    90.500 -0.209135       0.602924      -0.179755     
    91.000 -0.209332       0.602749      -0.179896     
    91.500 -0.209524       0.602577      -0.180035     
    92.000 -0.209712       0.602409      -0.180171     
    92.500 -0.209896       0.602245      -0.180303     
    93.000 -0.210076       0.602084      -0.180433     
    93.500 -0.210251       0.601927      -0.180560     
    94.000 -0.210423       0.601773      -0.180683     
    94.500 -0.210591       0.601622      -0.180804     
    95.000 -0.210754       0.601475      -0.180923     
    95.500 -0.210915       0.601331      -0.181038     
    96.000 -0.211071       0.601190      -0.181151     
    96.500 -0.211224       0.601052      -0.181262     
    97.000 -0.211374       0.600917      -0.181369     
    97.500 -0.211520       0.600785      -0.181475     
    98.000 -0.211663       0.600656      -0.181578     
    98.500 -0.211803       0.600529      -0.181679     
    99.000 -0.211940       0.600406      -0.181777     
    99.500 -0.212073       0.600285      -0.181874     
   100.000 -0.212204       0.600167      -0.181968     
